,Occupation,Marital_Status,Purchase_Sum,annual_income,number_of_children,proximity_town,sum,Age_18-25,Age_26-35,Age_36-45,Age_46-50,Age_51-55,Age_55+,Gender_M,City_Category_B,City_Category_C,Stay_In_Current_City_Years_1,Stay_In_Current_City_Years_2,Stay_In_Current_City_Years_3,Stay_In_Current_City_Years_4+
2323,17,0,35894,20229.54897,3,0.9634172,35894,0,1,0,0,0,0,1,1,0,0,0,0,0
2324,1,0,12002,0.0,0,9.1496329,12002,0,0,1,0,0,0,0,0,0,0,0,0,0
2325,13,1,92242,38906.8982,2,5.66792662,92242,0,0,0,0,0,1,1,1,0,0,0,0,1
2326,0,0,39124,13513.56802,1,16.23853282,39124,0,0,0,0,0,1,1,0,0,1,0,0,0
2327,9,0,389397,348614.2948,0,5.43992788,389397,0,0,1,0,0,0,0,0,0,0,0,1,0
2328,0,0,5302,0.0,0,39.786116,5302,1,0,0,0,0,0,1,1,0,1,0,0,0
2329,13,0,21673,0.0,2,18.1929939,21673,0,0,0,0,0,1,0,0,1,0,0,0,0
2330,3,0,32811,44198.52474,1,44.39695612,32811,0,1,0,0,0,0,0,1,0,1,0,0,0
2331,2,1,14039,16174.41337,0,3.78322951,14039,0,0,0,0,0,1,0,0,1,0,1,0,0
2332,13,1,11752,54596.68119,0,2.664369897,11752,0,0,0,0,0,1,1,1,0,0,0,0,1
2333,11,0,204670,210560.8964,0,4.3314438,204670,0,0,1,0,0,0,1,1,0,0,0,0,0
2334,13,0,28732,0.0,0,48.8393873,28732,0,0,0,0,0,1,1,1,0,0,0,1,0
2335,7,1,35910,10374.27592,1,66.37375969,35910,0,0,1,0,0,0,1,0,1,0,0,1,0
2336,6,1,182155,194354.2533,0,2.61887284,182155,0,0,0,1,0,0,0,1,0,0,0,1,0
2337,5,1,94152,104937.3607,1,4.92783481,94152,0,0,1,0,0,0,0,1,0,1,0,0,0
2338,1,0,255600,251066.8809,1,2.521962599,255600,0,0,0,1,0,0,1,1,0,1,0,0,0
2339,13,0,37289,12618.02089,1,6.5351784,37289,0,0,0,0,0,1,0,0,1,0,0,0,1
2340,0,1,29618,38427.49819,2,16.9565614,29618,0,0,1,0,0,0,0,0,1,0,0,0,0
2341,6,0,14874,8935.199806,1,1.543649574,14874,0,0,1,0,0,0,0,0,1,0,1,0,0
2342,7,1,44387,64578.19103,0,11.9994656,44387,0,0,0,0,1,0,1,0,1,0,1,0,0
2343,12,1,37431,40847.5757,1,32.931298,37431,0,1,0,0,0,0,1,0,0,1,0,0,0
2344,9,1,27475,0.0,1,0.77896315,27475,0,1,0,0,0,0,0,0,1,0,1,0,0
2345,1,1,21874,45309.70736,1,25.22777657,21874,0,1,0,0,0,0,1,1,0,1,0,0,0
2346,7,0,40333,34317.29284,3,28.755376,40333,0,0,0,0,0,1,1,0,1,0,1,0,0
2347,4,0,20406,0.0,3,23.46941279,20406,0,1,0,0,0,0,1,0,1,0,1,0,0
2348,19,0,20661,4270.076985,0,14.1299471,20661,1,0,0,0,0,0,0,0,1,0,0,1,0
2349,17,1,4542,22468.45696,1,4.823914824,4542,0,0,0,0,0,1,1,0,1,0,0,1,0
2350,10,0,63397,51128.2878,0,3.71265575,63397,1,0,0,0,0,0,1,0,1,0,1,0,0
2351,6,1,10056,19727.05937,0,21.58544526,10056,0,0,0,1,0,0,0,0,1,1,0,0,0
2352,15,1,38149,67236.97304,0,1.62297423,38149,0,1,0,0,0,0,1,0,0,0,1,0,0
2353,20,1,5900,8704.085118,1,15.42979719,5900,0,0,1,0,0,0,0,0,1,0,1,0,0
2354,5,0,87327,37353.29931,0,8.241872493,87327,0,0,1,0,0,0,1,0,1,0,0,1,0
2355,17,0,117997,95198.49853,0,0.1577224,117997,0,0,1,0,0,0,1,1,0,0,0,1,0
2356,0,0,161379,144565.797,0,18.431261,161379,0,1,0,0,0,0,1,0,1,1,0,0,0
2357,17,0,22483,74.21255625,0,3.275233644,22483,0,1,0,0,0,0,1,0,1,1,0,0,0
2358,0,1,21028,3195.98905,0,25.62969464,21028,0,0,0,1,0,0,1,0,1,0,0,0,0
2359,14,1,740,0.0,0,11.9432926,740,0,0,0,0,0,1,0,0,1,0,0,0,0
2360,17,0,65378,69461.998,1,26.52888215,65378,0,0,1,0,0,0,1,0,1,0,0,0,1
2361,14,0,58879,5489.599041,1,1.164449153,58879,0,0,1,0,0,0,1,0,1,1,0,0,0
2362,16,1,17643,29907.42404,2,2.457884,17643,0,0,0,1,0,0,1,0,1,0,0,0,0
2363,6,1,17611,0.0,0,18.24643459,17611,0,0,0,0,1,0,1,1,0,1,0,0,0
2364,7,0,65998,18106.93763,4,4.15192988,65998,0,0,1,0,0,0,1,0,1,0,0,0,1
2365,17,0,100072,106965.068,0,2.19743582,100072,1,0,0,0,0,0,1,1,0,0,0,0,0
2366,7,0,16820,28982.29968,1,,16820,0,1,0,0,0,0,1,0,1,0,1,0,0
2367,7,1,37837,48753.95274,0,1.73666998,37837,0,0,0,0,1,0,1,0,0,1,0,0,0
2368,15,0,56028,55730.00072,2,28.5549178,56028,0,0,1,0,0,0,1,0,1,0,0,0,1
2369,1,1,23157,18599.68327,1,39.122436,23157,0,0,0,1,0,0,0,0,1,0,1,0,0
2370,11,0,108532,121286.3743,0,11.67388859,108532,0,1,0,0,0,0,1,0,0,1,0,0,0
2371,7,0,145428,178277.5945,4,49.197216,145428,0,0,1,0,0,0,1,0,1,0,0,0,1
2372,15,1,80796,55027.94305,0,6.7425834,80796,0,0,0,1,0,0,1,0,1,1,0,0,0
2373,20,1,21014,16131.08844,0,4.2861681,21014,0,1,0,0,0,0,1,0,1,1,0,0,0
2374,7,0,11607,9148.375727,0,5.83148415,11607,0,0,1,0,0,0,1,0,1,1,0,0,0
2375,13,1,18901,0.0,2,12.71985956,18901,0,0,0,0,0,1,0,0,1,1,0,0,0
2376,0,0,69410,83365.14649,4,38.88477481,69410,0,1,0,0,0,0,1,0,1,0,0,1,0
2377,4,0,58480,88735.53341,0,84.8749974,58480,1,0,0,0,0,0,1,0,0,0,0,0,0
2378,7,1,160043,152078.71,0,7.762356421,160043,0,0,0,0,1,0,1,1,0,1,0,0,0
2379,16,0,70009,50971.02873,0,18.445229,70009,0,0,0,0,0,1,1,0,1,0,1,0,0
2380,7,0,44257,73362.58152,1,42.93775278,44257,0,0,1,0,0,0,1,0,1,0,0,0,0
2381,4,0,43975,82194.78981,1,76.411457,43975,1,0,0,0,0,0,1,1,0,1,0,0,0
2382,7,1,6016,23991.73979,1,,6016,0,0,0,0,1,0,1,0,1,0,1,0,0
2383,0,1,27485,29324.12222,0,27.2115274,27485,0,0,0,0,1,0,0,0,0,0,0,1,0
2384,12,0,156839,151532.7163,0,22.6667538,156839,0,1,0,0,0,0,1,1,0,0,1,0,0
2385,14,1,7870,4687.578187,1,1.61622952,7870,0,1,0,0,0,0,1,0,1,1,0,0,0
2386,12,0,5454,39988.14354,0,42.6813328,5454,0,0,0,1,0,0,1,1,0,1,0,0,0
2387,17,0,14035,46593.46775,1,46.18681891,14035,0,1,0,0,0,0,1,0,1,1,0,0,0
2388,0,1,52278,54850.57372,0,22.2891687,52278,0,1,0,0,0,0,1,1,0,1,0,0,0
2389,7,1,76710,30217.42024,0,2.19488133,76710,0,0,1,0,0,0,1,0,1,0,0,0,0
2390,7,1,16154,39891.80018,3,7.38798234,16154,0,0,0,0,1,0,1,0,1,0,0,1,0
2391,0,0,16123,2046.162811,0,6.9478363,16123,0,0,0,0,0,1,0,0,1,0,0,0,0
2392,1,0,43135,24746.4999,0,86.359519,43135,0,1,0,0,0,0,0,0,0,0,1,0,0
2393,7,0,5406,0.0,0,4.287898456,5406,0,0,0,1,0,0,1,0,1,0,1,0,0
2394,3,0,246935,256417.1929,4,0.417924586,246935,0,1,0,0,0,0,1,1,0,0,0,0,1
2395,1,0,8631,43062.6663,1,36.25474163,8631,0,0,1,0,0,0,1,0,0,0,0,1,0
2396,7,0,15328,0.0,0,19.8654299,15328,0,1,0,0,0,0,1,0,1,1,0,0,0
2397,15,0,35507,49030.44591,0,84.6284337,35507,0,0,0,1,0,0,0,0,1,1,0,0,0
2398,4,0,38781,37286.02749,2,97.79442938,38781,1,0,0,0,0,0,1,0,1,0,0,0,1
2399,0,0,101058,137721.9239,3,2.263656733,101058,1,0,0,0,0,0,1,0,1,1,0,0,0
2400,6,1,15035,0.0,0,25.2898933,15035,0,0,1,0,0,0,0,1,0,0,1,0,0
2401,0,1,125953,110975.1524,1,28.689654,125953,0,0,1,0,0,0,0,0,0,1,0,0,0
2402,7,0,20491,81047.58329,0,5.1381133,20491,0,0,1,0,0,0,1,0,1,0,0,1,0
2403,1,1,77333,76254.04356,1,1.62732,77333,0,1,0,0,0,0,1,1,0,0,1,0,0
2404,2,0,31442,42013.8222,1,4.845383625,31442,0,1,0,0,0,0,0,1,0,0,0,0,0
2405,11,1,78474,93865.86474,0,12.754126,78474,0,1,0,0,0,0,1,0,1,0,0,0,0
2406,5,0,21846,83866.8599,0,2.27513846,21846,1,0,0,0,0,0,0,1,0,0,0,0,1
2407,1,1,22719,16708.46765,2,21.772883,22719,0,0,0,0,1,0,0,1,0,0,1,0,0
2408,0,0,22161,0.0,2,0.211955717,22161,0,0,0,0,0,1,1,0,1,1,0,0,0
2409,1,1,69971,43468.98708,2,15.694294,69971,0,0,0,0,0,1,1,0,0,0,0,1,0
2410,12,1,28264,8595.369608,1,51.7349719,28264,1,0,0,0,0,0,1,0,1,0,0,0,1
2411,20,0,22157,41595.02186,1,9.773498859,22157,0,0,1,0,0,0,0,1,0,1,0,0,0
2412,14,0,135701,169202.0947,1,2.26164538,135701,0,1,0,0,0,0,1,1,0,0,1,0,0
2413,6,0,21778,18578.71485,0,9.54497152,21778,0,1,0,0,0,0,0,0,1,0,0,1,0
2414,6,1,129595,99092.79117,0,0.49599845,129595,0,1,0,0,0,0,1,0,1,1,0,0,0
2415,0,0,27447,0.0,0,26.855994,27447,0,1,0,0,0,0,1,0,1,0,0,0,0
2416,17,1,155067,158149.4804,0,113.1626333,155067,0,0,0,1,0,0,1,1,0,1,0,0,0
2417,15,0,8641,18514.81773,0,48.927446,8641,1,0,0,0,0,0,1,0,1,0,0,1,0
2418,7,0,114562,126101.8993,0,14.378842,114562,0,1,0,0,0,0,1,0,0,1,0,0,0
2419,17,1,5863,28715.67144,0,4.789483318,5863,0,0,0,1,0,0,1,0,1,1,0,0,0
2420,11,1,1733,0.0,1,57.46236786,1733,0,0,1,0,0,0,0,0,1,1,0,0,0
2421,17,0,15593,0.0,0,18.1518988,15593,0,1,0,0,0,0,1,1,0,0,1,0,0
2422,16,0,22368,45603.09303,2,0.995644191,22368,0,1,0,0,0,0,1,0,1,0,1,0,0
2423,7,0,3893,16475.04242,3,26.91423276,3893,0,0,0,1,0,0,1,0,1,1,0,0,0
2424,14,1,133838,109500.3508,0,23.774819,133838,0,0,0,0,0,1,1,0,1,0,0,1,0
2425,7,0,29473,47423.70439,1,8.275683785,29473,0,1,0,0,0,0,1,0,0,0,0,0,0
2426,9,1,54025,84159.36183,0,,54025,0,0,1,0,0,0,0,0,1,0,0,0,0
2427,7,0,16624,36146.00121,1,4.7936522,16624,0,0,1,0,0,0,1,0,1,1,0,0,0
2428,13,1,47816,19394.16041,0,9.96386267,47816,0,0,0,0,0,1,1,0,1,0,1,0,0
2429,10,0,20613,17834.4516,2,1.38165433,20613,0,0,0,0,0,0,0,0,1,1,0,0,0
2430,14,1,48645,39420.90537,3,2.71476652,48645,0,0,1,0,0,0,1,1,0,0,0,0,1
2431,17,0,8717,0.0,1,71.91459,8717,0,0,0,0,0,1,1,0,1,0,0,0,0
2432,13,0,32629,71224.33836,1,12.3734943,32629,0,0,0,0,0,1,1,0,1,1,0,0,0
2433,4,0,62203,61757.60426,1,14.7999517,62203,0,1,0,0,0,0,0,1,0,0,1,0,0
2434,7,0,173258,185958.188,0,16.16729899,173258,0,0,1,0,0,0,1,1,0,1,0,0,0
2435,11,0,353793,347307.4929,1,27.62227975,353793,0,0,1,0,0,0,1,1,0,1,0,0,0
2436,16,0,14985,0.0,0,88.99321321,14985,0,0,0,1,0,0,1,0,1,1,0,0,0
2437,4,1,59545,120059.5549,0,1.63997937,59545,0,1,0,0,0,0,0,0,0,0,0,1,0
2438,0,0,39748,43632.65276,0,17.6764825,39748,0,0,0,1,0,0,1,0,1,1,0,0,0
2439,6,0,89828,111080.9718,0,22.186764,89828,0,0,1,0,0,0,1,1,0,1,0,0,0
2440,12,0,25109,3501.506664,1,11.1334543,25109,0,0,1,0,0,0,0,0,1,0,0,0,1
2441,7,1,25764,13467.74461,2,5.13626963,25764,0,0,1,0,0,0,1,0,1,1,0,0,0
2442,7,0,49584,45222.91614,2,47.1534412,49584,0,0,1,0,0,0,1,0,1,0,0,0,0
2443,4,0,35043,52879.9859,1,1.91939364,35043,0,1,0,0,0,0,1,0,0,1,0,0,0
2444,18,1,48528,0.0,1,5.793585672,48528,0,0,1,0,0,0,1,0,1,0,0,1,0
2445,20,1,110910,69357.38817,0,22.3617976,110910,0,0,0,0,0,1,1,1,0,1,0,0,0
2446,6,1,26814,18852.00519,2,9.689956533,26814,0,1,0,0,0,0,1,0,1,1,0,0,0
2447,4,0,144921,172493.4865,1,24.8885459,144921,1,0,0,0,0,0,0,0,0,0,1,0,0
2448,12,1,53782,40771.2612,1,28.2672862,53782,0,1,0,0,0,0,1,0,1,1,0,0,0
2449,4,0,61485,86917.99592,1,3.575213153,61485,0,1,0,0,0,0,0,1,0,1,0,0,0
2450,4,1,20247,59585.0709,4,15.53869366,20247,1,0,0,0,0,0,1,0,1,0,0,1,0
2451,7,1,40423,62270.53668,0,39.2738364,40423,0,0,1,0,0,0,1,0,1,1,0,0,0
2452,0,1,111084,111048.5412,3,24.1183132,111084,1,0,0,0,0,0,0,0,1,0,0,1,0
2453,7,1,49197,35267.72453,0,15.259791,49197,0,0,0,1,0,0,1,0,1,0,1,0,0
2454,0,0,9014,58078.78619,1,1.249371279,9014,0,1,0,0,0,0,1,0,1,1,0,0,0
2455,10,0,19659,28297.08245,0,,19659,0,0,0,0,0,0,1,0,1,0,0,0,0
2456,17,0,23863,36822.73112,0,19.15996358,23863,0,1,0,0,0,0,1,0,1,0,1,0,0
2457,12,0,56962,109275.7441,1,35.78863253,56962,0,1,0,0,0,0,1,1,0,0,0,0,0
2458,4,0,53348,65869.43086,0,28.642471,53348,1,0,0,0,0,0,1,1,0,0,1,0,0
2459,4,0,66605,47418.25521,0,34.4848635,66605,1,0,0,0,0,0,0,0,1,0,0,0,0
2460,13,0,52092,59966.92907,1,6.47665936,52092,0,0,0,0,0,1,1,0,1,1,0,0,0
2461,4,1,32012,11875.18139,1,5.693559,32012,1,0,0,0,0,0,1,1,0,0,0,1,0
2462,11,0,41447,63407.339,0,14.7484459,41447,0,0,1,0,0,0,1,0,1,0,0,0,1
2463,7,1,763,21042.63322,2,4.46943227,763,0,1,0,0,0,0,1,0,1,1,0,0,0
2464,17,0,14810,0.0,1,11.485896,14810,0,0,0,0,1,0,0,0,1,0,0,1,0
2465,13,1,21671,0.0,0,67.67519297,21671,0,0,0,0,0,1,0,0,1,0,0,0,0
2466,7,1,53639,52344.63667,0,26.97123532,53639,0,1,0,0,0,0,1,0,1,0,1,0,0
2467,1,1,36367,38408.35466,2,25.82981796,36367,0,0,0,1,0,0,1,0,0,0,0,1,0
2468,11,1,46855,74645.79775,0,2.3365314,46855,0,0,1,0,0,0,1,0,1,0,0,0,1
2469,13,1,33387,87609.25277,1,26.15614625,33387,0,0,0,0,0,1,1,0,1,1,0,0,0
2470,1,1,19478,0.0,2,36.68746827,19478,0,1,0,0,0,0,1,1,0,0,0,1,0
2471,1,0,16511,41357.77275,1,7.955185,16511,0,1,0,0,0,0,0,1,0,0,0,0,1
2472,13,1,24051,0.0,1,35.89492587,24051,0,0,0,0,0,1,1,0,0,1,0,0,0
2473,17,0,6868,11274.32496,3,9.56945142,6868,0,0,1,0,0,0,1,1,0,0,0,1,0
2474,4,0,11496,0.0,1,11.8477591,11496,0,1,0,0,0,0,0,0,1,0,0,0,0
2475,19,0,96150,165998.1477,0,18.8642371,96150,1,0,0,0,0,0,0,0,1,0,0,0,0
2476,7,1,9992,0.0,1,1.425776,9992,0,1,0,0,0,0,1,0,1,0,0,1,0
2477,4,0,15488,53989.71941,0,,15488,1,0,0,0,0,0,1,1,0,0,0,0,1
2478,4,0,68046,74635.2986,0,1.45971446,68046,0,0,0,0,1,0,0,0,1,0,0,0,0
2479,4,0,15661,0.0,3,36.83852394,15661,0,1,0,0,0,0,1,0,1,0,0,0,1
2480,4,1,39641,35836.23413,1,0.93899686,39641,0,1,0,0,0,0,0,0,1,0,0,0,1
2481,12,0,74584,76550.32919,1,2.58733971,74584,0,1,0,0,0,0,1,0,1,0,0,1,0
2482,0,0,4440,0.0,2,6.886155197,4440,0,0,1,0,0,0,1,0,1,1,0,0,0
2483,2,1,49408,22011.09389,0,0.145467779,49408,0,0,0,1,0,0,0,0,0,0,0,1,0
2484,7,1,3655,10561.84497,1,1.12638719,3655,0,0,1,0,0,0,1,0,1,1,0,0,0
2485,11,1,44796,71923.89494,0,2.7619116,44796,0,0,0,1,0,0,1,0,1,1,0,0,0
2486,11,0,29788,0.0,2,6.23776452,29788,0,1,0,0,0,0,1,0,1,0,0,0,0
2487,12,0,29439,29426.93657,0,19.72834457,29439,0,0,1,0,0,0,1,0,1,1,0,0,0
2488,7,1,69691,56001.13679,1,51.9763563,69691,0,0,0,0,1,0,1,0,1,0,0,0,0
2489,11,1,98544,88989.8708,1,4.625817669,98544,0,0,1,0,0,0,1,0,1,1,0,0,0
2490,7,0,112182,105458.867,0,2.29895365,112182,0,0,1,0,0,0,1,0,1,1,0,0,0
2491,17,1,19601,31678.01557,0,4.1371852,19601,0,0,0,1,0,0,1,0,1,0,1,0,0
2492,17,1,9713,21491.93666,1,54.76655,9713,0,0,0,1,0,0,1,1,0,1,0,0,0
2493,4,0,48131,63684.58769,0,45.9411116,48131,1,0,0,0,0,0,0,0,1,1,0,0,0
2494,7,0,48318,22593.65943,1,4.63833989,48318,0,1,0,0,0,0,1,0,0,1,0,0,0
2495,12,0,19108,14386.47409,0,7.7768689,19108,0,0,0,1,0,0,1,0,1,0,0,0,1
2496,3,0,91619,118320.8484,3,36.413256,91619,0,1,0,0,0,0,1,1,0,0,0,1,0
2497,2,1,64460,76074.26209,4,4.9714842,64460,0,0,0,0,1,0,0,1,0,1,0,0,0
2498,17,1,66796,32095.0937,2,11.3969774,66796,0,0,0,1,0,0,1,1,0,1,0,0,0
2499,14,0,16536,28958.57625,3,56.116263,16536,0,1,0,0,0,0,1,0,0,1,0,0,0
2500,17,0,91796,14936.8868,1,2.153562946,91796,0,1,0,0,0,0,1,0,1,0,0,1,0
2501,14,0,104523,89913.383,0,3.69182212,104523,0,1,0,0,0,0,1,1,0,0,1,0,0
2502,17,1,39205,30640.60337,1,2.32229581,39205,1,0,0,0,0,0,1,0,1,1,0,0,0
2503,1,0,65336,52343.75317,1,2.618361525,65336,0,0,1,0,0,0,0,0,1,1,0,0,0
2504,4,0,40961,43258.71884,1,6.2956371,40961,1,0,0,0,0,0,0,1,0,0,1,0,0
2505,4,0,104431,121032.4299,1,3.55133885,104431,0,1,0,0,0,0,1,1,0,1,0,0,0
2506,12,0,9834,0.0,2,2.3962383,9834,0,1,0,0,0,0,1,0,0,0,0,1,0
2507,15,0,108394,56058.97391,2,54.3244548,108394,0,1,0,0,0,0,0,1,0,1,0,0,0
2508,16,1,29242,0.0,0,24.39143798,29242,0,1,0,0,0,0,0,0,1,0,0,1,0
2509,15,0,152994,132415.2069,2,6.679147195,152994,0,1,0,0,0,0,1,0,0,0,1,0,0
2510,20,1,250387,265584.4746,1,19.47194196,250387,0,0,0,0,1,0,0,1,0,1,0,0,0
2511,12,0,17913,2379.214863,2,,17913,0,0,0,0,1,0,1,0,0,1,0,0,0
2512,7,0,15147,10615.37916,2,0.8444534,15147,0,0,1,0,0,0,1,0,1,0,0,1,0
2513,4,0,151232,162643.9753,0,34.959827,151232,1,0,0,0,0,0,1,0,1,0,1,0,0
2514,2,0,58434,46029.38928,1,8.7282586,58434,0,1,0,0,0,0,1,0,0,1,0,0,0
2515,0,0,98908,58497.02566,0,41.96898167,98908,0,0,0,0,0,1,1,0,1,1,0,0,0
2516,6,0,107176,89036.04147,0,11.586555,107176,0,0,1,0,0,0,1,1,0,0,0,0,0
2517,16,1,19378,16596.6725,1,39.3895216,19378,0,0,0,0,1,0,1,0,1,0,1,0,0
2518,4,0,3537,12751.32134,2,4.437835882,3537,1,0,0,0,0,0,0,0,0,0,1,0,0
2519,7,0,87178,84701.57126,0,2.1772511,87178,0,1,0,0,0,0,1,1,0,1,0,0,0
2520,7,1,74025,75819.61948,0,0.12879311,74025,0,0,0,0,1,0,1,0,1,1,0,0,0
2521,7,1,24095,0.0,0,2.37543693,24095,0,0,0,1,0,0,1,0,1,1,0,0,0
2522,0,0,2961,4389.540191,0,3.88865553,2961,0,1,0,0,0,0,1,1,0,0,0,0,0
2523,17,0,57215,60593.66208,1,0.2632719,57215,0,1,0,0,0,0,1,0,0,1,0,0,0
2524,7,0,111949,93476.30607,2,1.969559,111949,0,1,0,0,0,0,1,0,1,0,0,0,0
2525,1,0,1571,28732.12743,0,4.722784655,1571,0,0,1,0,0,0,1,0,1,0,0,0,1
2526,1,0,75532,77287.64887,2,11.3616728,75532,1,0,0,0,0,0,1,0,0,0,0,0,1
2527,17,1,75230,77616.69558,1,34.37336642,75230,0,0,1,0,0,0,1,0,0,0,0,1,0
2528,2,0,33009,64966.20575,1,3.842899852,33009,0,0,1,0,0,0,1,0,1,0,0,0,0
2529,1,0,105771,133242.1498,0,17.86383237,105771,0,1,0,0,0,0,1,0,0,1,0,0,0
2530,4,1,10562,37963.04337,0,2.841118432,10562,1,0,0,0,0,0,0,0,1,1,0,0,0
2531,14,0,108025,98334.6241,1,9.49473883,108025,0,1,0,0,0,0,1,0,1,0,0,0,1
2532,4,0,316593,329158.1283,2,15.533977,316593,1,0,0,0,0,0,1,1,0,0,1,0,0
2533,13,0,13481,33583.59587,0,35.85668485,13481,0,0,0,0,0,1,1,1,0,0,0,1,0
2534,7,0,120931,164784.7131,1,,120931,0,0,1,0,0,0,1,1,0,1,0,0,0
2535,17,0,20191,0.0,2,7.97665787,20191,0,1,0,0,0,0,1,0,0,1,0,0,0
2536,4,1,190451,159369.8403,0,37.46834494,190451,0,0,1,0,0,0,1,0,1,0,1,0,0
2537,4,0,7078,13502.5268,0,11.2597414,7078,1,0,0,0,0,0,0,0,1,0,0,0,1
2538,17,1,13373,60598.91679,0,55.51981367,13373,0,0,0,1,0,0,1,0,1,0,0,0,0
2539,20,1,134820,117166.6098,0,21.74212785,134820,0,0,0,0,1,0,1,0,1,0,1,0,0
2540,13,1,31957,23993.13294,1,32.7475756,31957,0,0,0,0,0,1,1,0,1,1,0,0,0
2541,4,0,124399,93012.71173,1,19.7737694,124399,0,1,0,0,0,0,1,0,0,0,1,0,0
2542,4,0,46251,0.0,0,8.6823492,46251,0,1,0,0,0,0,1,0,0,0,0,0,1
2543,1,1,38575,38490.31561,0,26.63815222,38575,0,0,0,0,0,1,1,1,0,0,0,0,0
2544,4,1,29087,56700.54748,0,11.2491187,29087,1,0,0,0,0,0,1,1,0,0,1,0,0
2545,20,0,69071,51864.35706,2,1.151986,69071,0,1,0,0,0,0,1,0,0,0,0,1,0
2546,4,0,77096,94631.43345,0,16.88495124,77096,1,0,0,0,0,0,1,0,1,1,0,0,0
2547,7,0,316173,328644.3322,1,3.571831257,316173,0,0,1,0,0,0,1,1,0,0,0,1,0
2548,2,1,51496,120916.7869,2,2.365696466,51496,0,1,0,0,0,0,1,1,0,1,0,0,0
2549,13,1,51431,21519.66117,1,3.46281896,51431,0,0,0,0,1,0,1,0,1,0,0,0,1
2550,14,0,149259,115448.9519,1,6.83439543,149259,0,1,0,0,0,0,1,1,0,0,0,1,0
2551,7,0,9494,2464.815888,3,6.314622945,9494,0,1,0,0,0,0,0,0,0,0,0,1,0
2552,20,0,37818,58814.35814,0,37.42784599,37818,0,0,1,0,0,0,1,1,0,1,0,0,0
2553,0,0,13558,59279.76108,1,51.2854153,13558,1,0,0,0,0,0,1,0,1,0,1,0,0
2554,4,0,44160,23147.49125,0,9.793247344,44160,1,0,0,0,0,0,0,0,1,1,0,0,0
2555,3,1,9788,0.0,0,4.89643259,9788,0,1,0,0,0,0,0,0,0,1,0,0,0
2556,20,0,40042,16701.99605,1,84.3121878,40042,0,0,1,0,0,0,1,1,0,0,1,0,0
2557,7,0,75768,100521.2548,0,12.73476355,75768,0,1,0,0,0,0,1,1,0,0,0,1,0
2558,0,0,66346,90862.00975,0,29.19362332,66346,0,0,1,0,0,0,0,0,1,0,1,0,0
2559,10,0,23916,2505.424168,2,44.57797886,23916,0,0,0,0,0,0,1,1,0,0,0,0,1
2560,11,1,122136,116656.421,1,12.57235191,122136,0,0,1,0,0,0,0,1,0,0,1,0,0
2561,16,0,55961,32173.27723,1,0.217545431,55961,0,0,0,0,0,1,1,0,0,0,0,1,0
2562,7,0,63327,80423.41657,1,2.68878915,63327,0,1,0,0,0,0,1,0,0,0,0,0,1
2563,10,0,98065,86516.12984,1,6.95591321,98065,0,0,0,0,0,0,0,1,0,0,1,0,0
2564,19,0,61583,74381.87731,0,25.3783948,61583,0,1,0,0,0,0,1,1,0,1,0,0,0
2565,17,0,41085,60296.60221,0,7.2476782,41085,0,1,0,0,0,0,1,1,0,0,0,1,0
2566,20,0,17915,501.1565596,0,4.746792,17915,0,1,0,0,0,0,1,0,0,1,0,0,0
2567,7,0,123239,79805.19618,3,37.1996459,123239,0,0,1,0,0,0,1,1,0,1,0,0,0
2568,12,1,73941,118514.4194,0,1.69794555,73941,0,0,1,0,0,0,1,0,1,0,0,1,0
2569,12,0,97645,98048.62598,0,23.4389915,97645,0,1,0,0,0,0,1,1,0,0,1,0,0
2570,14,1,6863,1138.735004,1,9.675755,6863,0,0,0,1,0,0,1,0,1,1,0,0,0
2571,0,0,264403,295811.5142,1,2.7352313,264403,0,0,1,0,0,0,0,0,0,0,1,0,0
2572,7,1,77853,102920.8627,1,29.93113,77853,0,0,0,0,1,0,1,1,0,0,1,0,0
2573,4,0,16391,14105.3819,0,51.57476574,16391,0,1,0,0,0,0,1,0,1,1,0,0,0
2574,4,0,48297,68533.99156,0,0.86348521,48297,1,0,0,0,0,0,1,0,1,0,0,1,0
2575,20,1,81431,65675.53819,1,61.364387,81431,0,1,0,0,0,0,0,1,0,1,0,0,0
2576,12,1,41492,38743.45577,2,1.91251499,41492,0,0,1,0,0,0,1,0,0,0,0,0,1
2577,4,0,10078,0.0,1,16.54699223,10078,1,0,0,0,0,0,1,0,1,0,1,0,0
2578,7,0,39492,79191.33097,1,25.5734665,39492,0,0,1,0,0,0,1,1,0,0,0,0,0
2579,0,0,16630,121998.4732,0,12.3631387,16630,0,1,0,0,0,0,1,0,1,0,0,0,1
2580,17,0,43442,47835.26975,0,17.3959338,43442,0,1,0,0,0,0,1,1,0,0,0,0,1
2581,15,0,23002,0.0,1,8.443375,23002,0,1,0,0,0,0,1,0,1,0,1,0,0
2582,1,1,8019,0.0,0,6.576189377,8019,0,0,1,0,0,0,1,0,1,1,0,0,0
2583,20,0,9811,67196.5692,0,4.929254,9811,0,0,1,0,0,0,1,1,0,0,1,0,0
2584,0,0,103372,178262.5957,1,45.3763375,103372,1,0,0,0,0,0,1,1,0,1,0,0,0
2585,1,0,39219,102012.6952,0,2.42568145,39219,1,0,0,0,0,0,1,0,1,1,0,0,0
2586,17,0,3012,0.0,1,3.18926259,3012,0,1,0,0,0,0,1,1,0,1,0,0,0
